watchedVideoId,RelatedVideoId,next,homePage,timestamp,timeOfView,sessionSetup
,mMpbrBOtK2Q,0,1,1605286232.201271,120,12
,4lRZvefk9bE,0,1,1605286232.211241,120,12
,kn0IbYr9jMI,0,1,1605286232.2202246,120,12
,cXvi2_0APR0,0,1,1605286232.2291942,120,12
,lCqbC4edRuM,0,1,1605286232.2381752,120,12
,hnkpU27uTp0,0,1,1605286232.2501795,120,12
,6CYQ3VWZjXU,0,1,1605286232.2591126,120,12
,JbR0uNNtUZM,0,1,1605286232.269086,120,12
,2jQmYCtBYwM,0,1,1605286232.2780628,120,12
,YeEW1oeLaVE,0,1,1605286232.2890348,120,12
,xVgoRIhXTjY,0,1,1605286232.2980092,120,12
,KQBc3S7nneM,0,1,1605286232.3069847,120,12
,lCqbC4edRuM,1,1,1605286325.6855612,120,12
,f5HMzYEmyEI,0,1,1605286325.714482,120,12
,NfDU5JXpaq8,0,1,1605286325.7244449,120,12
,cGoGnjjfUAg,0,1,1605286325.7334352,120,12
,6CYQ3VWZjXU,0,1,1605286325.7423968,120,12
,Zj9GlhcX_H4,0,1,1605286325.7503767,120,12
,scEgPdfi5vU,0,1,1605286325.7593517,120,12
,Nke7uVphBw8,0,1,1605286325.76733,120,12
,Nke7uVphBw8,0,1,1605286325.7762856,120,12
,xVgoRIhXTjY,0,1,1605286325.785262,120,12
,NCzeAhVHO8I,0,1,1605286325.7952352,120,12
,gqDl5N_5_iM,0,1,1605286325.804211,120,12
,1LHGC0XmLJQ,0,1,1605286325.8121903,120,12
,6GH6GxSDw7g,0,1,1605286325.8201683,120,12
,6GH6GxSDw7g,0,1,1605286325.8291442,120,12
,mR-ssdMC7yM,0,1,1605286325.8361256,120,12
,mMpbrBOtK2Q,0,1,1605286325.8441043,120,12
,4lRZvefk9bE,0,1,1605286325.8520837,120,12
,kn0IbYr9jMI,0,1,1605286325.8600616,120,12
,cXvi2_0APR0,0,1,1605286325.86804,120,12
,H90GFYTpFqE,0,1,1605286325.876019,120,12
,QuHz-KJmSdM,0,1,1605286325.8842072,120,12
,d8WLXyX-jn4,0,1,1605286325.892176,120,12
,czXaSBlARfA,0,1,1605286325.9011402,120,12
,RWbHMMC97sU,0,1,1605286325.9131088,120,12
,MoGuH3JbMPw&t=51s,0,1,1605286325.9220855,120,12
,aBvHeIyX40g,0,1,1605286325.9390392,120,12
,CD1LR0EIFWg,0,1,1605286325.9470172,120,12
lCqbC4edRuM,CZDFuBBq1wI,1,0,1605286328.0170543,120,12
,QuHz-KJmSdM,1,1,1605286383.957151,120,12
,3KPW3klht-Y,0,1,1605286383.9666123,120,12
,vLDCo6t47X0,0,1,1605286383.9771488,120,12
,Xwb2oAG-Tmc,0,1,1605286383.985125,120,12
,1fIEbdJDLqY,0,1,1605286383.996118,120,12
,6BSrxdnaPWM,0,1,1605286384.0045385,120,12
,NCzeAhVHO8I,0,1,1605286384.0143316,120,12
,Nke7uVphBw8,0,1,1605286384.024297,120,12
,Nke7uVphBw8,0,1,1605286384.0352685,120,12
,H90GFYTpFqE,0,1,1605286384.044127,120,12
,gqDl5N_5_iM,0,1,1605286384.053386,120,12
,xVgoRIhXTjY,0,1,1605286384.0653841,120,12
,NfDU5JXpaq8,0,1,1605286384.0743237,120,12
,6GH6GxSDw7g,0,1,1605286384.0833476,120,12
,6GH6GxSDw7g,0,1,1605286384.0923252,120,12
,mR-ssdMC7yM,0,1,1605286384.1022975,120,12
,mMpbrBOtK2Q,0,1,1605286384.1112738,120,12
,4lRZvefk9bE,0,1,1605286384.120255,120,12
,kn0IbYr9jMI,0,1,1605286384.1292253,120,12
,cXvi2_0APR0,0,1,1605286384.1398606,120,12
,YeEW1oeLaVE,0,1,1605286384.1478608,120,12
,T1ad3nY6AoY,0,1,1605286384.1578352,120,12
,d8WLXyX-jn4,0,1,1605286384.1662807,120,12
,MoGuH3JbMPw&t=51s,0,1,1605286384.1767564,120,12
,_31oFJVboag,0,1,1605286384.185732,120,12
,7JOuK38sUr8,0,1,1605286384.1947455,120,12
,SJoXcGV1Yho,0,1,1605286384.2027237,120,12
,_rwXsgSwSMA,0,1,1605286384.2117004,120,12
QuHz-KJmSdM,gTAbXdxNMqc,1,0,1605286385.6263943,120,12
,XHJyyZq0gRI,1,1,1605286449.9427013,120,12
,qfm6ODABbTY,0,1,1605286449.9534435,120,12
,scEgPdfi5vU,0,1,1605286449.9629316,120,12
,CD1LR0EIFWg,0,1,1605286449.973682,120,12
,2CLxI10vXMs,0,1,1605286449.9836123,120,12
,SJoXcGV1Yho,0,1,1605286449.9925876,120,12
,YqxJqxC5Mg0,0,1,1605286450.0019624,120,12
,Nke7uVphBw8,0,1,1605286450.01061,120,12
,Nke7uVphBw8,0,1,1605286450.0205836,120,12
,MoGuH3JbMPw&t=51s,0,1,1605286450.0315678,120,12
,JJ-r-8IYm3U,0,1,1605286450.0415273,120,12
,aBvHeIyX40g,0,1,1605286450.0505054,120,12
,xVgoRIhXTjY,0,1,1605286450.060477,120,12
,6GH6GxSDw7g,0,1,1605286450.0686777,120,12
,6GH6GxSDw7g,0,1,1605286450.0774996,120,12
,mR-ssdMC7yM,0,1,1605286450.086685,120,12
,mMpbrBOtK2Q,0,1,1605286450.0946665,120,12
,4lRZvefk9bE,0,1,1605286450.1036413,120,12
,kn0IbYr9jMI,0,1,1605286450.1121879,120,12
,cXvi2_0APR0,0,1,1605286450.1221302,120,12
,7JOuK38sUr8,0,1,1605286450.1310902,120,12
,H90GFYTpFqE,0,1,1605286450.1410573,120,12
,IwjrsHfjcJ0,0,1,1605286450.1500335,120,12
,sIO6GBZfCtw,0,1,1605286450.1600068,120,12
,YeEW1oeLaVE,0,1,1605286450.1689708,120,12
,hnkpU27uTp0,0,1,1605286450.1771588,120,12
,czXaSBlARfA,0,1,1605286450.1871328,120,12
,_rwXsgSwSMA,0,1,1605286450.1946838,120,12
,7JOuK38sUr8,1,1,1605286524.9272292,120,12
,2-NHQl0D1wo,0,1,1605286524.937205,120,12
,NCzeAhVHO8I,0,1,1605286524.9461825,120,12
,hnkpU27uTp0,0,1,1605286524.9557438,120,12
,vLDCo6t47X0,0,1,1605286524.9647396,120,12
,Q5Ogd-72iRQ,0,1,1605286524.9740224,120,12
,xVgoRIhXTjY,0,1,1605286524.982053,120,12
,Nke7uVphBw8,0,1,1605286524.9919739,120,12
,Nke7uVphBw8,0,1,1605286525.005939,120,12
,3Jks5AFcTbk,0,1,1605286525.022893,120,12
,IwjrsHfjcJ0,0,1,1605286525.0428379,120,12
,d8WLXyX-jn4,0,1,1605286525.0737562,120,12
,MoGuH3JbMPw&t=51s,0,1,1605286525.0875387,120,12
,6GH6GxSDw7g,0,1,1605286525.097222,120,12
,6GH6GxSDw7g,0,1,1605286525.1112058,120,12
,mR-ssdMC7yM,0,1,1605286525.123488,120,12
,mMpbrBOtK2Q,0,1,1605286525.1324754,120,12
,4lRZvefk9bE,0,1,1605286525.144431,120,12
,kn0IbYr9jMI,0,1,1605286525.1574018,120,12
,cXvi2_0APR0,0,1,1605286525.1693726,120,12
,E7R-OGH9ZRM,0,1,1605286525.179338,120,12
,aV8GiRSajgE,0,1,1605286525.19231,120,12
,BKdmTRUK6Uo,0,1,1605286525.2062945,120,12
,aBvHeIyX40g,0,1,1605286525.215244,120,12
,T6CrFAEHxoA,0,1,1605286525.2272108,120,12
,JbR0uNNtUZM,0,1,1605286525.2391798,120,12
,gqDl5N_5_iM,0,1,1605286525.2471578,120,12
,P74O5n9ealo,0,1,1605286525.2601233,120,12
7JOuK38sUr8,WSB0lJwcUKU,1,0,1605286526.7727194,120,12
,hj01ytj_Cqo,1,1,1605286570.2155867,120,12
,NJ4zdrjCN7A,0,1,1605286570.2255409,120,12
,gqDl5N_5_iM,0,1,1605286570.2345164,120,12
,scEgPdfi5vU,0,1,1605286570.2445884,120,12
,NCzeAhVHO8I,0,1,1605286570.253592,120,12
,6Q0AazVu1Tc,0,1,1605286570.2635818,120,12
,DFoTG7SnkBU,0,1,1605286570.271561,120,12
,Nke7uVphBw8,0,1,1605286570.28017,120,12
,Nke7uVphBw8,0,1,1605286570.2901456,120,12
,vLDCo6t47X0,0,1,1605286570.299121,120,12
,aBvHeIyX40g,0,1,1605286570.3090699,120,12
,pKRzfdIJUZE,0,1,1605286570.317048,120,12
,MoGuH3JbMPw&t=51s,0,1,1605286570.325548,120,12
,6GH6GxSDw7g,0,1,1605286570.3355217,120,12
,6GH6GxSDw7g,0,1,1605286570.3435142,120,12
,mR-ssdMC7yM,0,1,1605286570.3524795,120,12
,mMpbrBOtK2Q,0,1,1605286570.360458,120,12
,4lRZvefk9bE,0,1,1605286570.3684356,120,12
,kn0IbYr9jMI,0,1,1605286570.3794339,120,12
,cXvi2_0APR0,0,1,1605286570.3878412,120,12
,P74O5n9ealo,0,1,1605286570.3966377,120,12
,d8WLXyX-jn4,0,1,1605286570.404469,120,12
,a-pwPE3o4e0,0,1,1605286570.4135568,120,12
,YeEW1oeLaVE,0,1,1605286570.4225333,120,12
,IwjrsHfjcJ0,0,1,1605286570.431457,120,12
,OIDEGN4Js40,0,1,1605286570.4404705,120,12
,czXaSBlARfA,0,1,1605286570.4493153,120,12
,Ofp26_oc4CA,0,1,1605286570.458301,120,12
hj01ytj_Cqo,WSB0lJwcUKU,1,0,1605286571.5269618,120,12
,aV8GiRSajgE,1,1,1605286658.3086407,120,12
,scEgPdfi5vU,0,1,1605286658.326079,120,12
,O1XHPvPIhDg,0,1,1605286658.3370986,120,12
,fb3AQ0ELw6o,0,1,1605286658.3462894,120,12
,E7R-OGH9ZRM,0,1,1605286658.3555071,120,12
,JbR0uNNtUZM,0,1,1605286658.3653367,120,12
,gqDl5N_5_iM,0,1,1605286658.3733017,120,12
,Nke7uVphBw8,0,1,1605286658.3825011,120,12
,Nke7uVphBw8,0,1,1605286658.390548,120,12
,H90GFYTpFqE,0,1,1605286658.4004555,120,12
,czXaSBlARfA,0,1,1605286658.4096377,120,12
,xVgoRIhXTjY,0,1,1605286658.4174333,120,12
,d8WLXyX-jn4,0,1,1605286658.4262476,120,12
,6GH6GxSDw7g,0,1,1605286658.435172,120,12
,6GH6GxSDw7g,0,1,1605286658.4444559,120,12
,mR-ssdMC7yM,0,1,1605286658.4524357,120,12
,mMpbrBOtK2Q,0,1,1605286658.4614103,120,12
,4lRZvefk9bE,0,1,1605286658.469446,120,12
,kn0IbYr9jMI,0,1,1605286658.4772294,120,12
,cXvi2_0APR0,0,1,1605286658.4862094,120,12
,hnkpU27uTp0,0,1,1605286658.4941533,120,12
,2jQmYCtBYwM,0,1,1605286658.5038784,120,12
,vk2SLSoDkyU,0,1,1605286658.5121095,120,12
,xiPNPbQOLcw,0,1,1605286658.5215971,120,12
,2vaU52HEbXg,0,1,1605286658.530575,120,12
,kulA1O5ykBA,0,1,1605286658.5395513,120,12
,pMYkY_5vYgw,0,1,1605286658.54753,120,12
,7yPe3t_-rEU,0,1,1605286658.5562897,120,12
aV8GiRSajgE,PWuPxda3xJE,1,0,1605286660.252711,120,12
,VpeYy_-gfIc,1,1,1605470333.0645692,120,12
,10UJe4V8RM8,0,1,1605470333.073546,120,12
,wX_wwOGj7vE,0,1,1605470333.0823376,120,12
,vM4OoGqzeBc,0,1,1605470333.0913138,120,12
,eNWfpTyycv8,0,1,1605470333.0997567,120,12
,cGoGnjjfUAg,0,1,1605470333.1075766,120,12
,kQLFQfOQ8Gc,0,1,1605470333.1162207,120,12
,syebbkRnx2A,1,1,1605470553.880556,120,12
,eLSREG8TDM8,0,1,1605470553.8885353,120,12
,10UJe4V8RM8,0,1,1605470553.8975108,120,12
,vM4OoGqzeBc,0,1,1605470553.9054892,120,12
,415JK5HSBbM,0,1,1605470553.9144652,120,12
,R9SDEMk45Bw,0,1,1605470553.9234416,120,12
,w2iq272ox1o,0,1,1605470553.9304223,120,12
,AdKRFhheglA,1,1,1605471056.1112528,120,12
,0ic6s7Xu2h8,0,1,1605471056.1205196,120,12
,G2vlmf5HDbk,0,1,1605471056.1316946,120,12
,0x3CIKihaVU,0,1,1605471056.1436985,120,12
,xGoGBr1vE-4,0,1,1605471056.1517863,120,12
,MoGuH3JbMPw&t=51s,0,1,1605471056.1627462,120,12
,HPCl5R__vk4,0,1,1605471056.171154,120,12
,vM4OoGqzeBc,0,1,1605471056.1815321,120,12
,CD1LR0EIFWg,0,1,1605471056.189962,120,12
,wBv1BrJ6usY,0,1,1605471056.1989126,120,12
,HDgSsCGdZKo,0,1,1605471056.2088847,120,12
,6sxC3Qs-ZRs,0,1,1605471056.2168503,120,12
,6sxC3Qs-ZRs,0,1,1605471056.226815,120,12
,5SoWcAu5gBg,0,1,1605471056.2347934,120,12
,a0HifsA30-A,0,1,1605471056.2437692,120,12
,jLKaNXJG8o8,0,1,1605471056.2517216,120,12
,4M-CLUBTrfw,0,1,1605471056.2606978,120,12
,As-UaKW2tTs,0,1,1605471056.268676,120,12
,7kDtkgT3Dcs,0,1,1605471056.2776918,120,12
,cIsn8s8B7g8,0,1,1605471056.2856345,120,12
,415JK5HSBbM,0,1,1605471056.2946436,120,12
,Ps_kCc8HXkQ,0,1,1605471056.302586,120,12
,uvInHtgwGwM,0,1,1605471056.3125854,120,12
,Qxz1-xv3Kx0,0,1,1605471056.321536,120,12
,Qxz1-xv3Kx0,0,1,1605471056.330511,120,12
,azg51HIgkJQ,0,1,1605471056.3374703,120,12
,Xrfc-LQK8fs,0,1,1605471056.3463159,120,12
,yvEgZ7SiEiA,0,1,1605471056.354288,120,12
,DPC-DYvLfnc,0,1,1605471056.3628027,120,12
,ZwKAHNMLmnA,0,1,1605471056.370768,120,12
,ad9NBC31EnY,0,1,1605471056.3787713,120,12
,FTLIzcY1k7c,0,1,1605471056.386724,120,12
,COa_s1thggk,0,1,1605471056.3957007,120,12
,zhJyPHt1gnY,0,1,1605471056.4056745,120,12
,9Ql24PivAUI,0,1,1605471056.4136784,120,12
,N5GAuw7dqbk,0,1,1605471056.4226294,120,12
,P74O5n9ealo,0,1,1605471056.4303024,120,12
,jYHYTWaEj40,0,1,1605471056.4391983,120,12
,mXGcBvWYl-U,0,1,1605471056.4472077,120,12
,dPwysbfXaW8,0,1,1605471056.455759,120,12
AdKRFhheglA,DKv1wOQWuyE,1,0,1605471057.999977,120,12
AdKRFhheglA,DKv1wOQWuyE,0,0,1605471058.097214,120,12
AdKRFhheglA,TZ07Idah930,0,0,1605471058.1742556,120,12
,ihReA4iact4,1,1,1605471524.7299836,120,12
,sIO6GBZfCtw,0,1,1605471524.739957,120,12
,0x3CIKihaVU,0,1,1605471524.7509277,120,12
,ZsS7fy5VHZM,0,1,1605471524.7618995,120,12
,dPwysbfXaW8,0,1,1605471524.7708743,120,12
,lLLvxhOPdik,0,1,1605471524.7818453,120,12
,Ps_kCc8HXkQ,0,1,1605471524.7908208,120,12
,AdKRFhheglA,0,1,1605471524.7997973,120,12
,MoGuH3JbMPw&t=51s,0,1,1605471524.8077753,120,12
,syebbkRnx2A,0,1,1605471524.818746,120,12
,cIsn8s8B7g8,0,1,1605471524.8297174,120,12
,7sv9RyWcH_k,0,1,1605471524.8386927,120,12
,6sxC3Qs-ZRs,0,1,1605471524.8496633,120,12
,6sxC3Qs-ZRs,0,1,1605471524.8586423,120,12
,5SoWcAu5gBg,0,1,1605471524.8686128,120,12
,a0HifsA30-A,0,1,1605471524.8775904,120,12
,jLKaNXJG8o8,0,1,1605471524.8865652,120,12
,4M-CLUBTrfw,0,1,1605471524.895541,120,12
,As-UaKW2tTs,0,1,1605471524.9045165,120,12
,7kDtkgT3Dcs,0,1,1605471524.9134924,120,12
,wBv1BrJ6usY,0,1,1605471524.922469,120,12
,a-pwPE3o4e0,0,1,1605471524.932442,120,12
,jYHYTWaEj40,0,1,1605471524.9414182,120,12
,MKiITEsOwRA,0,1,1605471524.9523895,120,12
,Xjp5ZQulo64,0,1,1605471524.963359,120,12
,qK-IPHOu214,0,1,1605471524.9723356,120,12
,415JK5HSBbM,0,1,1605471524.981311,120,12
,_F2_ZziBL-o,0,1,1605471524.9882927,120,12
ihReA4iact4,iEqSfK_z0t0,1,0,1605471526.6417463,120,12
ihReA4iact4,iEqSfK_z0t0,0,0,1605471526.7240374,120,12
ihReA4iact4,56F4FzU5dmE,0,0,1605471526.7898607,120,12
,j7qw6nab7Mc,1,1,1605471801.0479813,120,12
,_ylQEOeXCoE,0,1,1605471801.0589516,120,12
,VpeYy_-gfIc,0,1,1605471801.0689518,120,12
,1LHGC0XmLJQ,0,1,1605471801.0779,120,12
,3Jks5AFcTbk,0,1,1605471801.0898683,120,12
,obYGse1FBIM,0,1,1605471801.0988457,120,12
,wBv1BrJ6usY,0,1,1605471801.1078203,120,12
,AdKRFhheglA,0,1,1605471801.118791,120,12
,TOQWS3P0RLA,0,1,1605471801.1297674,120,12
,cIsn8s8B7g8,0,1,1605471801.1387382,120,12
,-QBR5pSsdFQ,0,1,1605471801.1487389,120,12
,A1zm-jfv5_s,0,1,1605471801.1567173,120,12
,6sxC3Qs-ZRs,0,1,1605471801.166663,120,12
,6sxC3Qs-ZRs,0,1,1605471801.174671,120,12
,5SoWcAu5gBg,0,1,1605471801.183618,120,12
,a0HifsA30-A,0,1,1605471801.1915967,120,12
,jLKaNXJG8o8,0,1,1605471801.2015698,120,12
,4M-CLUBTrfw,0,1,1605471801.2095494,120,12
,As-UaKW2tTs,0,1,1605471801.2195225,120,12
,7kDtkgT3Dcs,0,1,1605471801.2284992,120,12
,pbSOlpFliFg,0,1,1605471801.239469,120,12
,fglfzmbkgxM,0,1,1605471801.2475286,120,12
,kQLFQfOQ8Gc,0,1,1605471801.2565048,120,12
,syebbkRnx2A,0,1,1605471801.2655058,120,12
,d0qnqo38zx8,0,1,1605471801.2744575,120,12
,Yea66-AXN24,0,1,1605471801.2844296,120,12
,pMYkY_5vYgw,0,1,1605471801.292415,120,12
,hnkpU27uTp0,0,1,1605471801.301096,120,12
j7qw6nab7Mc,_31oFJVboag,1,0,1605471802.2204869,120,12
j7qw6nab7Mc,_31oFJVboag,0,0,1605471802.2643726,120,12
j7qw6nab7Mc,56F4FzU5dmE,0,0,1605471802.8642519,120,12
j7qw6nab7Mc,ahd2bbGoGTs,0,0,1605471802.8911767,120,12
,n86DY8m2vnQ,1,1,1605472022.3364127,120,12
,d0qnqo38zx8,0,1,1605472022.3473833,120,12
,vM4OoGqzeBc,0,1,1605472022.367328,120,12
,jeQJ25XtM-Y,0,1,1605472022.4371443,120,12
,xGoGBr1vE-4,0,1,1605472022.4650664,120,12
,uCmiRjZ96Wc,0,1,1605472022.5049605,120,12
,vmio5DmyZVg,0,1,1605472022.518924,120,12
,Ps_kCc8HXkQ,0,1,1605472022.5498757,120,12
,cIsn8s8B7g8,0,1,1605472022.5668275,120,12
,bnChQbxLkkI,0,1,1605472022.5807586,120,12
,czXaSBlARfA,0,1,1605472022.6046941,120,12
,K8s7-cc4c24,0,1,1605472022.6605437,120,12
,6sxC3Qs-ZRs,0,1,1605472022.6725132,120,12
,6sxC3Qs-ZRs,0,1,1605472022.6884716,120,12
,5SoWcAu5gBg,0,1,1605472022.7084177,120,12
,a0HifsA30-A,0,1,1605472022.7263677,120,12
,jLKaNXJG8o8,0,1,1605472022.735345,120,12
,4M-CLUBTrfw,0,1,1605472022.7503364,120,12
,As-UaKW2tTs,0,1,1605472022.7762713,120,12
,7kDtkgT3Dcs,0,1,1605472022.7992115,120,12
,joJQ6tkVioI,0,1,1605472022.822112,120,12
,_rwXsgSwSMA,0,1,1605472022.8311303,120,12
,WL2zFhynjk8,0,1,1605472022.8410957,120,12
,W9XyTDaVhVQ,0,1,1605472022.850072,120,12
,AHnAV_3Z-0U,0,1,1605472022.8600442,120,12
,wBv1BrJ6usY,0,1,1605472022.8679898,120,12
